id,brand,name,price,price_sign,currency,image_link,product_link,website_link,description,rating,category,product_type,tag_list,created_at,updated_at,product_api_url,api_featured_image,product_colors
379,maybelline,Maybelline Dream Matte Mousse Foundation,14.79,,,"https://d3t32hsnjxo7q6.cloudfront.net/i/029889b345c76a70e8bb978b73ed1a87_ra,w158,h184_pa,w158,h184.png",https://well.ca/products/maybelline-dream-matte-mousse_3747.html,https://well.ca,"Maybelline Dream Matte Mouse Foundation is a revolutionary air-soft mousse that provides perfecting coverage for 100% velvet-matte complexion. It's non-comedogenic, fragrance-free, dermatologist-tested, allergy-tested and ideal for normal to oily skin.For best results: Apply smoothly and evenly to your face and blend with your fingertips.﻿

 ",4.4,cream,foundation,[],2016-10-01T18:33:10.614Z,2017-12-23T21:08:33.441Z,http://makeup-api.herokuapp.com/api/v1/products/379.json,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/379/original/open-uri20171223-4-1koue12?1514063313,"[{'hex_value': '#f3d7b3', 'colour_name': 'Classic Ivory '}, {'hex_value': '#dfc5a8', 'colour_name': 'Light Beige '}, {'hex_value': '#edd3ac', 'colour_name': 'Nude '}, {'hex_value': '#f5dfc3', 'colour_name': 'Porcelain Ivory '}, {'hex_value': '#d9bcaf', 'colour_name': 'Pure Beige '}, {'hex_value': '#d8bda8', 'colour_name': 'Sandy Beige '}]"
366,maybelline,Maybelline Mineral Power Natural Perfecting Powder Foundation,14.99,,,"https://d3t32hsnjxo7q6.cloudfront.net/i/c77ad2da76259cfd67a9a9432f635bfb_ra,w158,h184_pa,w158,h184.png",https://well.ca/products/maybelline-mineral-power-natural_5900.html?cat=582,https://well.ca,"Why You'll Love ItMineral Power Powder Foundation with micro-minerals provides a more natural, healthier, luminous look.
Discover the natural power of micro-minerals:
100% natural mica creates a more natural luminosity Complete, yet refined coverage Provides buildable, even coverage Preservative-free, talc-free, oil-free, fragrance-free Medium to Full Coverage",3.9,mineral,foundation,[],2016-10-01T18:32:42.283Z,2017-12-23T21:08:29.561Z,http://makeup-api.herokuapp.com/api/v1/products/366.json,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/366/original/open-uri20171223-4-q5cytj?1514063309,"[{'hex_value': '#FFD59E', 'colour_name': 'Classic Ivory '}]"
354,maybelline,Maybelline Dream Velvet Foundation,18.49,,,"https://d3t32hsnjxo7q6.cloudfront.net/i/24517c6c81c92eda31cd32b6327c1298_ra,w158,h184_pa,w158,h184.png",https://well.ca/products/maybelline-dream-velvet-foundation_112738.html?cat=581,https://well.ca,"This Maybelline Dream Velvet Foundation is a refreshing gel-whipped foundation that leaves complexion perfected and smooth with a velvety, soft-matte finish. Skin stays hydrated for 12 hours. Features:Maybelline’s first hydrating matte foundation for 100% velvet-smooth perfectionUnique gel-whipped formulaIdeal for normal to combination skin, medium coverage For best results apply Maybelline Dream Velvet Foundation using Maybelline Dream Blender",2.5,cream,foundation,[],2016-10-01T18:32:21.385Z,2017-12-23T21:08:36.656Z,http://makeup-api.herokuapp.com/api/v1/products/354.json,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/354/original/open-uri20171223-4-ouczfl?1514063316,"[{'hex_value': '#D39D7B', 'colour_name': 'Caramel '}, {'hex_value': '#F5CAB9', 'colour_name': 'Classic Ivory '}, {'hex_value': '#B37560', 'colour_name': 'Coconut '}, {'hex_value': '#F3BEAC', 'colour_name': 'Creamy Natural  '}, {'hex_value': '#E4A890', 'colour_name': 'Honey Beige  '}, {'hex_value': '#F6D2BC', 'colour_name': 'Ivory '}, {'hex_value': '#E2B598', 'colour_name': 'Natural Beige '}, {'hex_value': '#F1BEAB', 'colour_name': 'Nude  '}, {'hex_value': '#F8E0D4', 'colour_name': 'Porcelain Ivory '}, {'hex_value': '#EEBAA4', 'colour_name': 'Pure Beige '}, {'hex_value': '#EFC2A1', 'colour_name': 'Sandy Beige  '}, {'hex_value': '#FAE2D6', 'colour_name': 'Warm Porcelain '}]"
353,maybelline,Maybelline Superstay Better Skin Foundation ,14.99,,,"https://d3t32hsnjxo7q6.cloudfront.net/i/c7d967ef502ecd79ab7ab466c4952d82_ra,w158,h184_pa,w158,h184.png",https://well.ca/products/maybelline-superstay-better-skin_112548.html,https://well.ca,"The Maybelline Superstay Better Skin Foundation reduces the appearance of spots, bumps, dullness and redness to give you brighter, smoother and more even skin. Features:Longwear that improves skin every minute you're in it: brighter, smoother and more even.With micro-flex technology and the antioxidant power of Actyl-C.Ideal for sensitive skin. Good for all skin types. Medium to full coverageHow to Apply: Apply evenly to your face and blend with your fingers. ",3.0,liquid,foundation,[],2016-10-01T18:32:19.867Z,2017-12-23T21:08:27.318Z,http://makeup-api.herokuapp.com/api/v1/products/353.json,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/353/original/open-uri20171223-4-q9ubsf?1514063307,"[{'hex_value': '#9A6438', 'colour_name': 'Coconut  '}, {'hex_value': '#DCBCA3', 'colour_name': 'Ivory '}, {'hex_value': '#ECD3B2', 'colour_name': 'Porcelain '}, {'hex_value': '#C99F6D', 'colour_name': 'Rich Tan  '}, {'hex_value': '#CA9B5F', 'colour_name': 'Sun Beige  '}]"
339,maybelline,Maybelline Dream Wonder Liquid Touch Foundation,14.99,,,"https://d3t32hsnjxo7q6.cloudfront.net/i/ccb99ad6ac7f31a2a73454bdbda01d99_ra,w158,h184_pa,w158,h184.jpeg",https://well.ca/products/maybelline-dream-wonder-liquid-touch_96732.html,https://well.ca,"Maybelline Dream Wonder Liquid Touch Foundation's breakthrough texture fuses with skin. A finish so impeccable, yet undetectable.Features:Exclusive dropperMedium to full coverage, ideal for normal skinFor Best Results: Shake well. Unscrew cap. Holding dropper vertically, allow foundation to drop onto fingertip. Apply to face as usual.",,liquid,foundation,[],2016-10-01T18:31:57.182Z,2017-12-23T21:08:22.715Z,http://makeup-api.herokuapp.com/api/v1/products/339.json,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/339/original/data?1514063302,"[{'hex_value': '#DDA17B', 'colour_name': 'Sun Beige (85) '}]"
321,maybelline,Maybelline Dream Liquid Mousse,14.79,,,"https://d3t32hsnjxo7q6.cloudfront.net/i/1ca6a4a442b9aa6b5f3d94da77d8846c_ra,w158,h184_pa,w158,h184.png",https://well.ca/products/maybelline-dream-liquid-mousse_12303.html,https://well.ca,"Airbrushed perfection made possible:Air-whipped liquid makeup for 100% poreless skin

Breakthrough finish cushions and smooths for the most flawless, luminous coverage
Lightweight air-whipped formula blends to virtually eliminate pores and imperfections
Innovative shade-match pump makes finding your perfect shade a dream 
",4.4,liquid,foundation,[],2016-10-01T18:31:31.590Z,2017-12-23T21:08:12.680Z,http://makeup-api.herokuapp.com/api/v1/products/321.json,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/321/original/open-uri20171223-4-4z6wpb?1514063292,"[{'hex_value': '#FFD59E', 'colour_name': 'Classic Ivory (Light 2) '}, {'hex_value': '#CB9E6C', 'colour_name': 'Natural Beige (Medium 2.5) '}, {'hex_value': '#FFD9A6', 'colour_name': 'Natural Ivory (Light 3) '}, {'hex_value': '#FBD8AA', 'colour_name': 'Porcelain Ivory (Light 1) '}, {'hex_value': '#CE9E88', 'colour_name': 'Pure Beige (Medium 2) '}]"
320,maybelline,Maybelline FIT ME! Matte + Poreless Foundation,10.99,,,"https://d3t32hsnjxo7q6.cloudfront.net/i/257993e12625cc45a72ec03636ffa5c5_ra,w158,h184_pa,w158,h184.jpg",https://well.ca/products/maybelline-fit-me-matte-poreless_100974.html,https://well.ca,"Maybelline FIT ME! Matte + Poreless Foundation goes beyond  skin tone
 matching to fit the unique texture issues of normal to oily skin for 
the ultimate natural skin fit.

While some foundations can exaggerate pores and oily skin, only Maybelline's 
pore-minimizing foundation contains their genius blurring micro-powders 
that erase pores and absorb oil for a naturally matte and 
poreless-looking finish.Dermatologist and allergy tested.  Does not clog pores. Oil-free.

  
",4.4,liquid,foundation,[],2016-10-01T18:31:30.291Z,2017-12-23T21:08:12.553Z,http://makeup-api.herokuapp.com/api/v1/products/320.json,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/320/original/data?1514063292,"[{'hex_value': '#fadbc7', 'colour_name': 'Porcelain '}, {'hex_value': '#f1c7b1', 'colour_name': 'Natural Ivory '}, {'hex_value': '#e8b89b', 'colour_name': 'Ivory '}, {'hex_value': '#e6ba9f', 'colour_name': 'Classic Ivory '}, {'hex_value': '#e5b495', 'colour_name': 'Nude Beige '}, {'hex_value': '#e2ae8e', 'colour_name': 'Buff Beige '}, {'hex_value': '#dead87', 'colour_name': 'Natural Beige '}, {'hex_value': '#dfa585', 'colour_name': 'Pure Beige '}, {'hex_value': '#d9a37f', 'colour_name': 'Sun Beige '}, {'hex_value': '#bc855f', 'colour_name': 'Toffee '}, {'hex_value': '#b37750', 'colour_name': 'Coconut '}]"
317,maybelline,Maybelline Fit Me Foundation with SPF,10.99,,,"https://d3t32hsnjxo7q6.cloudfront.net/i/eccb88d484b8c929fd349b0995a5dba2_ra,w158,h184_pa,w158,h184.png",https://well.ca/products/maybelline-fit-me-foundation-with_31187.html,https://well.ca,"It’s face makeup that fits you!Features: No oils, no waxes, no nonsenseNatural, Light to medium coverage that leaves skin the way it was meant to be. Fresh, breathing, flawless.Exclusive transluscent base and lightweight pigments allow skin’s natural highs and lows to show through.New shades formulated specifically for women of color contain 
revolutionary 5-D pigment technology to balance your skin’s authentic 
tones and highlights.SPF 18",3.8,liquid,foundation,[],2016-10-01T18:31:25.764Z,2017-12-23T21:08:20.342Z,http://makeup-api.herokuapp.com/api/v1/products/317.json,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/317/original/open-uri20171223-4-13jpajg?1514063300,"[{'hex_value': '#F7C2A5', 'colour_name': 'Ivory (115) '}, {'hex_value': '#EFC1A0', 'colour_name': 'Classic Ivory (120) '}, {'hex_value': '#E6B18F', 'colour_name': 'Nude Beige (125) '}, {'hex_value': '#CE996F', 'colour_name': 'Natural Beige (220) '}]"
309,maybelline,Maybelline Expert Wear Eye Shadow Quad ,8.99,,,"https://d3t32hsnjxo7q6.cloudfront.net/i/c924006882e8e313d445a3a5394e4729_ra,w158,h184_pa,w158,h184.png",https://well.ca/products/maybelline-expert-wear-eye-shadow_79611.html,https://well.ca,"Easy to use, lots to choose!Maybelline Expert Wear Eye Shadow 
Quads have 4 coordinating shades with step by step application guide 
makes shadow easier than ever. The eyeshadows glide on effortlessly with
 superior smoothness and the velvet-tip applicator blends without 
tugging or pulling. Safe for sensitive eyes and contact lens wearers, 
ophthalmologist-tested.For best results sweep the brush 4 times:Apply base color. Sweep shade on lid. Contour crease and blend. Line around eye. ",4.0,,eyeshadow,[],2016-10-01T18:31:00.847Z,2017-12-23T21:08:19.919Z,http://makeup-api.herokuapp.com/api/v1/products/309.json,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/309/original/open-uri20171223-4-1mmpy02?1514063299,[]
307,maybelline,Maybelline Eyestudio Color Tattoo Concentrated Crayon,10.99,,,"https://d3t32hsnjxo7q6.cloudfront.net/i/3f9f894b56e0616e44c5ee01dea45217_ra,w158,h184_pa,w158,h184.png",https://well.ca/products/maybelline-eyestudio-color-tattoo_114535.html,https://well.ca,"Maybelline Eyestudio Color Tattoo Concentrated Crayons give you high-intensity color that looks vibrant all-day long.Features:Smooth, soft creamy finishPlayful intense colorsAll day tattoo tenacity. Playful color intensity. In an easy glide on crayon.",3.0,,eyeshadow,[],2016-10-01T18:30:58.610Z,2017-12-23T21:08:18.441Z,http://makeup-api.herokuapp.com/api/v1/products/307.json,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/307/original/open-uri20171223-4-5xfc8v?1514063298,"[{'hex_value': '#515552', 'colour_name': 'Audacious Asphalt '}, {'hex_value': '#D8BFAC', 'colour_name': 'Barely Beige '}, {'hex_value': '#B89A89', 'colour_name': 'Bronze Truffle '}, {'hex_value': '#706A70', 'colour_name': 'Charcoal Chrome '}, {'hex_value': '#5C3B27', 'colour_name': 'Creamy Chocolate '}, {'hex_value': '#DDBA89', 'colour_name': 'Gold Rush '}, {'hex_value': '#8E8C86', 'colour_name': 'Grey Crystal '}, {'hex_value': '#7D6F7D', 'colour_name': 'Lavish Lavender '}, {'hex_value': '#957B83', 'colour_name': 'Lilac Lust '}, {'hex_value': '#E5AEB9', 'colour_name': 'Pink Parfait '}]"
295,maybelline,Maybelline The Nudes Eye Shadow Palette,17.99,,,"https://d3t32hsnjxo7q6.cloudfront.net/i/201350fd3e173307ade44520dc87d8fb_ra,w158,h184_pa,w158,h184.png",https://well.ca/products/maybelline-the-nudes-eye-shadow_95144.html,https://well.ca,"Maybelline The Nudes Eye Shadow Palette let's you create looks from day to night. Deep to light. So try it out and create your ideal eye look today!Features: 
		
			
				13 looks in one Expert Wear eyeshadow palette
Extraordinary Colour, from soft highlights, to medium bronze, to rich black
From Maybelline's ultra-blendable pigments
Long Wear
		
			
				",2.0,palette,eyeshadow,[],2016-10-01T18:30:35.715Z,2017-12-26T00:33:00.316Z,http://makeup-api.herokuapp.com/api/v1/products/295.json,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/295/original/open-uri20171223-4-5nv3ff?1514063296,[]
291,maybelline,Maybelline Eye Studio Color Tattoo 24HR Cream Gel Shadow Leather,8.99,,,"https://d3t32hsnjxo7q6.cloudfront.net/i/cf21d194ab14ee3c527d02682c358a7a_ra,w158,h184_pa,w158,h184.png",https://well.ca/products/maybelline-eye-studio-color-tattoo_95143.html,https://well.ca,"
                       
	So rich. So creamy. Only Maybelline's cream gel eye shadow formula gets the look of couture leather so right!
		
			
				Dare to wear Maybelline Color Tattoo leather 24HR long wear eye shadow.Features: Ink technology creates 24HR wear shadow for our most intense, long-lasting color saturationCream eye shadow formula glides on without creasing and keeps color vibrantOphthalmologist-tested.  Safe for sensitive eyes and contact lens wearers
		Shade Range: 
	

                    
                ",4.3,,eyeshadow,[],2016-10-01T18:30:28.176Z,2017-12-23T21:08:16.007Z,http://makeup-api.herokuapp.com/api/v1/products/291.json,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/291/original/open-uri20171223-4-1693fvq?1514063295,"[{'hex_value': '#8A665B', 'colour_name': 'Chocolate Suede (95) '}, {'hex_value': '#BD9786', 'colour_name': 'Creamy Beige (80) '}, {'hex_value': '#98907A', 'colour_name': 'Deep Forest (85) '}, {'hex_value': '#484A4E', 'colour_name': 'Dramatic Black (100) '}, {'hex_value': '#B196A6', 'colour_name': 'Vintage Plum (90) '}]"
286,maybelline,Maybelline The Nudes Eyeshadow Palette in The Blushed Nudes,17.99,,,"https://d3t32hsnjxo7q6.cloudfront.net/i/49d98e112e77d2a9a0c8fad28df89a1e_ra,w158,h184_pa,w158,h184.png",https://well.ca/products/maybelline-the-nudes-eyeshadow_107498.html,https://well.ca,Create looks from day to night and deep to light with Maybelline's The Blushed Nudes Eyeshadow Palette.Features:13 looks in one eyeshadow paletteExtraordinary colour from ultra-blendable pigmentsLong wear with sensual finish that lasts up to 12 hours,4.5,palette,eyeshadow,[],2016-10-01T18:30:20.193Z,2017-12-26T00:33:00.206Z,http://makeup-api.herokuapp.com/api/v1/products/286.json,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/286/original/open-uri20171223-4-1pj74fn?1514063294,[]
279,maybelline,Maybelline Eye Studio Color Tattoo 24HR Cream Gel Shadow,8.99,,,"https://d3t32hsnjxo7q6.cloudfront.net/i/c2ddacc79f4fdd3d23664581c76546bc_ra,w158,h184_pa,w158,h184.png",https://well.ca/products/maybelline-eye-studio-color-tattoo_50692.html,https://well.ca,"Dare to wear 24HR shadow!Maybelline's Color Tattoo Cream Gel Shadow uses ink technology for their most intense, long-lasting colour saturation. The cream formula glides on without creasing and keeps colour vibrant.Ophthalmologist-tested. Safe for sensitive eyes and contact lens wearers.
                    
                    
                    
                        
                        For best results: With 
fingertips, sweep all over eye from inner corner and work outwards. For
 added drama, darken as desired.               ",4.5,,eyeshadow,[],2016-10-01T18:30:10.665Z,2017-12-23T21:08:13.016Z,http://makeup-api.herokuapp.com/api/v1/products/279.json,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/279/original/open-uri20171223-4-h37y2c?1514063292,"[{'hex_value': '#ab897d', 'colour_name': 'Bad to the Bronze '}, {'hex_value': '#1d8493', 'colour_name': 'Tenacious Teal '}, {'hex_value': '#d3cfcc', 'colour_name': 'Too Cool '}, {'hex_value': '#81726d', 'colour_name': 'Tough as Taupe '}]"
273,maybelline,Maybelline Eye Studio Color Tattoo 24HR Cream Gel Shadow ,8.99,,,"https://d3t32hsnjxo7q6.cloudfront.net/i/58d07d24e39142e0c5a178b00b6b31f1_ra,w158,h184_pa,w158,h184.png",https://well.ca/products/maybelline-eye-studio-color-tattoo_67270.html,https://well.ca,"Dare to wear 24HR shadow!Maybelline's Color Tattoo Cream Gel 
Shadow uses ink technology for their most intense, long-lasting shimmery metallic shades﻿. The cream formula glides on without creasing and keeps 
colour vibrant.Ophthalmologist-tested. Safe for sensitive eyes and contact lens wearers.
                    
                    
                    
                        
                        Shade Range: For best results: With 
fingertips, sweep all over eye from inner corner and work outwards. For
 added drama, darken as desired.      ",4.0,,eyeshadow,[],2016-10-01T18:30:01.223Z,2017-12-23T20:51:33.487Z,http://makeup-api.herokuapp.com/api/v1/products/273.json,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/273/original/open-uri20171223-4-ql025m?1514062293,"[{'hex_value': '#fdd3d2', 'colour_name': 'Inked in Pink (55) '}, {'hex_value': '#c5c7c8', 'colour_name': 'Silver Strike (60) '}, {'hex_value': '#f2caad', 'colour_name': 'Barely Branded (70) '}]"
